"field_id","itr_form","assessment_year","feature_area","schema_path","field_name","field_type","required","allowed_values","description","source_name","source_url","source_file","verification_status","source_reference"
"IF-1_202-00016","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo","PersonalInfo","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo"
"IF-1_202-00017","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AssesseeName","AssesseeName","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AssesseeName"
"IF-1_202-00018","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AssesseeName.FirstName","FirstName","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AssesseeName.FirstName"
"IF-1_202-00019","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AssesseeName.MiddleName","MiddleName","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AssesseeName.MiddleName"
"IF-1_202-00020","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AssesseeName.SurNameOrOrgName","SurNameOrOrgName","","YES","","Enter Last or Sur name for Individual name here","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AssesseeName.SurNameOrOrgName"
"IF-1_202-00021","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.PAN","PAN","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.PAN"
"IF-1_202-00022","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address","Address","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address"
"IF-1_202-00023","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.ResidenceNo","ResidenceNo","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.ResidenceNo"
"IF-1_202-00024","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.ResidenceName","ResidenceName","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.ResidenceName"
"IF-1_202-00025","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.RoadOrStreet","RoadOrStreet","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.RoadOrStreet"
"IF-1_202-00026","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.LocalityOrArea","LocalityOrArea","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.LocalityOrArea"
"IF-1_202-00027","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.CityOrTownOrDistrict","CityOrTownOrDistrict","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.CityOrTownOrDistrict"
"IF-1_202-00028","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.StateCode","StateCode","","YES","01|02|03|04|05|06|07|08|09|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|99","01-Andaman and Nicobar islands; 02-Andhra Pradesh; 03-Arunachal Pradesh; 04-Assam; 05-Bihar; 06-Chandigarh; 07-Dadra Nagar and Haveli; 08-Daman and Diu; 09- Delhi; 10- Goa; 11-Gujarat; 12- Haryana; 13- Himachal Pradesh; 14-Jammu and Kashmir; 15- Karnataka; 16- Kerala; 17- Lakshadweep; 18-Madhya Pradesh; 19-Maharashtra; 20-Manipur; 21-meghalaya; 22-Mizoram; 23-Nagaland; 24- Odisha; 25- Puducherry; 26- Punjab; 27-Rajasthan; 28- Sikkim; 29-Tamil Nadu; 30- Tripura; 31-Uttar Pradesh; 32- West Bengal; 33- Chhattisgarh; 34- Uttarakhand; 35- Jharkhand; 36- Telangana; 37- Ladakh; 99-Foreign","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.StateCode"
"IF-1_202-00029","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.CountryCode","CountryCode","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.CountryCode"
"IF-1_202-00030","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.PinCode","PinCode","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.PinCode"
"IF-1_202-00031","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.ZipCode","ZipCode","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.ZipCode"
"IF-1_202-00032","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.CountryCodeMobile","CountryCodeMobile","integer","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.CountryCodeMobile"
"IF-1_202-00033","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.MobileNo","MobileNo","integer","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.MobileNo"
"IF-1_202-00034","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.CountryCodeMobileNoSec","CountryCodeMobileNoSec","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.CountryCodeMobileNoSec"
"IF-1_202-00035","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.MobileNoSec","MobileNoSec","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.MobileNoSec"
"IF-1_202-00036","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.EmailAddress","EmailAddress","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.EmailAddress"
"IF-1_202-00037","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.Address.EmailAddressSec","EmailAddressSec","","NO","","Alternate Email Id","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.Address.EmailAddressSec"
"IF-1_202-00038","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.SecondaryAdd","SecondaryAdd","string","YES","Y|N","Y: Yes, N : No","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.SecondaryAdd"
"IF-1_202-00039","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress","AlternateAddress","reference","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress"
"IF-1_202-00040","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.ResidenceNo","ResidenceNo","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.ResidenceNo"
"IF-1_202-00041","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.ResidenceName","ResidenceName","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.ResidenceName"
"IF-1_202-00042","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.RoadOrStreet","RoadOrStreet","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.RoadOrStreet"
"IF-1_202-00043","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.LocalityOrArea","LocalityOrArea","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.LocalityOrArea"
"IF-1_202-00044","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.CityOrTownOrDistrict","CityOrTownOrDistrict","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.CityOrTownOrDistrict"
"IF-1_202-00045","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.StateCode","StateCode","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.StateCode"
"IF-1_202-00046","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.CountryCode","CountryCode","reference","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.CountryCode"
"IF-1_202-00047","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.PinCode","PinCode","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.PinCode"
"IF-1_202-00048","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AlternateAddress.ZipCode","ZipCode","string","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AlternateAddress.ZipCode"
"IF-1_202-00049","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.DOB","DOB","string","YES","","Date of Birth of the Assessee format YYYY-MM-DD; maximum date allowed 2026-03-31","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.DOB"
"IF-1_202-00050","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.EmployerCategory","EmployerCategory","string","YES","CGOV|SGOV|PSU|PE|PESG|PEPS|PEO|OTH|NA","CGOV:Central Government, SGOV:State Government, PSU:Public Sector Undertaking, PE:Pensioners - Central Government, PESG:Pensioners - State Government, PEPS:Pensioners - Public sector undertaking, PEO:Pensioners - Others, OTH:Others, NA:Not Applicable","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.EmployerCategory"
"IF-1_202-00051","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.PersonalInfo.AadhaarCardNo","AadhaarCardNo","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.PersonalInfo.AadhaarCardNo"
"IF-1_202-00052","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus","FilingStatus","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus"
"IF-1_202-00053","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.ReturnFileSec","ReturnFileSec","integer","YES","11|12|13|14|16|17|18|20","11 : 139(1)-On or before due date, 12 : 139(4)-After due date, 13 : 142(1), 14 : 148,  16 : 153C, 17 : 139(5)-Revised , 18 : 139(9), 20 : 119(2)(b)-After condonation of delay","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.ReturnFileSec"
"IF-1_202-00054","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.OptOutNewTaxRegime","OptOutNewTaxRegime","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.OptOutNewTaxRegime"
"IF-1_202-00055","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.SeventhProvisio139","SeventhProvisio139","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.SeventhProvisio139"
"IF-1_202-00056","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.IncrExpAggAmt2LkTrvFrgnCntryFlg","IncrExpAggAmt2LkTrvFrgnCntryFlg","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.IncrExpAggAmt2LkTrvFrgnCntryFlg"
"IF-1_202-00057","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AmtSeventhProvisio139ii","AmtSeventhProvisio139ii","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AmtSeventhProvisio139ii"
"IF-1_202-00058","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.IncrExpAggAmt1LkElctrctyPrYrFlg","IncrExpAggAmt1LkElctrctyPrYrFlg","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.IncrExpAggAmt1LkElctrctyPrYrFlg"
"IF-1_202-00059","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AmtSeventhProvisio139iii","AmtSeventhProvisio139iii","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AmtSeventhProvisio139iii"
"IF-1_202-00060","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.clauseiv7provisio139i","clauseiv7provisio139i","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.clauseiv7provisio139i"
"IF-1_202-00061","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.clauseiv7provisio139iDtls","clauseiv7provisio139iDtls","array","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.clauseiv7provisio139iDtls"
"IF-1_202-00062","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.ReceiptNo","ReceiptNo","string","NO","","Enter the Acknowledgement number of the original return.","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.ReceiptNo"
"IF-1_202-00063","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.NoticeNo","NoticeNo","","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.NoticeNo"
"IF-1_202-00064","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.OrigRetFiledDate","OrigRetFiledDate","string","NO","","Enter Date of filing of Original return in YYYY-MM-DD format","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.OrigRetFiledDate"
"IF-1_202-00065","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.NoticeDateUnderSec","NoticeDateUnderSec","string","NO","","Enter Date of Notice or Order in YYYY-MM-DD format","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.NoticeDateUnderSec"
"IF-1_202-00066","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AsseseeRepFlg","AsseseeRepFlg","","YES","Y|N","Y - Yes; N - No","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AsseseeRepFlg"
"IF-1_202-00067","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AssesseeRep","AssesseeRep","reference","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AssesseeRep"
"IF-1_202-00068","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AssesseeRep.RepName","RepName","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AssesseeRep.RepName"
"IF-1_202-00069","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AssesseeRep.RepEmailID","RepEmailID","","YES","","Email-id of the representative","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AssesseeRep.RepEmailID"
"IF-1_202-00070","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AssesseeRep.CountryCodeRepMobileNo","CountryCodeRepMobileNo","integer","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AssesseeRep.CountryCodeRepMobileNo"
"IF-1_202-00071","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.AssesseeRep.RepMobileNo","RepMobileNo","integer","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.AssesseeRep.RepMobileNo"
"IF-1_202-00072","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.FilingStatus.ItrFilingDueDate","ItrFilingDueDate","","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.FilingStatus.ItrFilingDueDate"
"IF-1_202-00073","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.ITR1_IncomeDeductions","ITR1_IncomeDeductions","reference","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.ITR1_IncomeDeductions"
"IF-1_202-00074","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.ITR1_IncomeDeductions.GrossSalary","GrossSalary","integer","YES","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.ITR1_IncomeDeductions.GrossSalary"
"IF-1_202-00075","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.ITR1_IncomeDeductions.Salary","Salary","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.ITR1_IncomeDeductions.Salary"
"IF-1_202-00076","ITR-1","2026-27","filing_readiness_or_tax_reconciliation","ITR.ITR1.ITR1_IncomeDeductions.PerquisitesValue","PerquisitesValue","integer","NO","","","Income Tax Department JSON Schema","https://www.incometax.gov.in/iec/foportal/sites/default/files/2026-06/ITR-1_2026_Main_V1.1.json","ITR-1_2026_Main_V1.1.json","VERIFIED","Official published source record: ITR.ITR1.ITR1_IncomeDeductions.PerquisitesValue"
